Pair;set;category;modality;traits;delta
288;b) complete dataset;feeding habits;predators;tachfeed_pre;0.093258703
288;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000597229
288;b) complete dataset;locomotion;flier;tachloco_flr;0.002668346
288;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.009995183
288;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.008364706
288;b) complete dataset;locomotion;crawler;tachloco_crw;0.015926525
288;b) complete dataset;locomotion;burrower;tachloco_bur;0.000840038
288;b) complete dataset;locomotion;interstitial;tachloco_int;-0.025738827
288;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.012143955
288;b) complete dataset;locomotion;permanently attached;tachloco_pat;8.80E-05
288;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.010040463
288;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.073970535
288;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.084010998
288;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.114843005
288;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.004542629
288;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.059399436
288;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.044350219
288;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.01154349
288;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.000388199
288;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.013094081
288;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.031576491
288;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.026625958
288;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.024971963
288;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-3.61E-05
288;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.02368614
288;b) complete dataset;resistant forms;none;tachresist_non;-0.027875699
288;b) complete dataset;respiration;tegument;tachrespir_teg;0.046419571
288;b) complete dataset;respiration;gill;tachrespir_gil;-0.047302452
288;b) complete dataset;respiration;plastron;tachrespir_pls;0.007431874
288;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.006548993
288;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
288;b) complete dataset;fecundity;< 100;fecund_less100;0.030786894
288;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.062174888
288;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.01452175
288;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.016866245
289;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.005458572
289;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.057209037
289;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.06860178
289;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.131269389
289;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.104079728
289;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.102229557
289;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.082941418
289;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.123367867
289;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.000280988
289;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.03772584
289;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.147311671
289;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.038209563
289;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.089269767
289;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.036506708
289;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.092485269
289;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.002828054
289;b) complete dataset;locomotion;flier;tachloco_flr;0.007774338
289;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.021904025
289;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.084567404
289;b) complete dataset;locomotion;crawler;tachloco_crw;0.037319292
289;b) complete dataset;locomotion;burrower;tachloco_bur;-0.153403336
289;b) complete dataset;locomotion;interstitial;tachloco_int;0.049224545
289;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.047423609
289;b) complete dataset;locomotion;permanently attached;tachloco_pat;3.73E-05
289;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.182701238
289;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.106448758
289;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.289149996
289;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.322996216
289;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.00396044
289;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.160111455
289;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.102667871
289;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.061605607
289;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0
289;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.004213966
289;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.001135191
289;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.098297214
289;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.01074182
289;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
289;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.168165128
289;b) complete dataset;resistant forms;none;tachresist_non;0.255720522
289;b) complete dataset;respiration;tegument;tachrespir_teg;-0.195755166
289;b) complete dataset;respiration;gill;tachrespir_gil;0.131063356
289;b) complete dataset;respiration;plastron;tachrespir_pls;0.001216276
289;b) complete dataset;respiration;spiracle;tachrespir_spi;0.063475534
289;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
289;b) complete dataset;fecundity;< 100;fecund_less100;0.051818778
289;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.134736127
289;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.00341218
289;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.183142724
290;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.007602183
290;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.002266907
290;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.000643578
290;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.005978854
290;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.008356483
290;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.000840198
290;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.024067651
290;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.01487097
290;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.000955332
290;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.003271094
290;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.004174907
290;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.001330898
290;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.041988423
290;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.003588517
290;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.045413209
290;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000808264
290;b) complete dataset;locomotion;flier;tachloco_flr;-8.07E-05
290;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000329594
290;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.008546751
290;b) complete dataset;locomotion;crawler;tachloco_crw;-0.024820045
290;b) complete dataset;locomotion;burrower;tachloco_bur;0.020554825
290;b) complete dataset;locomotion;interstitial;tachloco_int;-0.002212728
290;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.017628001
290;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.002192982
290;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.004334898
290;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.030484597
290;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.034819495
290;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.061200608
290;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.000225498
290;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.00921735
290;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.04756148
290;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.003699705
290;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.003057063
290;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.004745441
290;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.002184954
290;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.001054344
290;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.011843086
290;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
290;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.05661601
290;b) complete dataset;resistant forms;none;tachresist_non;-0.045827268
290;b) complete dataset;respiration;tegument;tachrespir_teg;-0.016800388
290;b) complete dataset;respiration;gill;tachrespir_gil;0.009242703
290;b) complete dataset;respiration;plastron;tachrespir_pls;-0.000207581
290;b) complete dataset;respiration;spiracle;tachrespir_spi;0.007765267
290;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
290;b) complete dataset;fecundity;< 100;fecund_less100;0.056173907
290;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.044342375
290;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.008751256
290;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.003080276
291;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.066336015
291;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.050151811
291;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.102073092
291;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.085888888
291;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.048355972
291;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.065498429
291;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.061756272
291;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.05209813
291;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.000186588
291;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.031905451
291;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.175179868
291;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.089537859
291;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.131003157
291;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.035796285
291;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.060180571
291;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.006018849
291;b) complete dataset;locomotion;flier;tachloco_flr;0.000116725
291;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.005874045
291;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.046976053
291;b) complete dataset;locomotion;crawler;tachloco_crw;0.069433004
291;b) complete dataset;locomotion;burrower;tachloco_bur;-0.028403862
291;b) complete dataset;locomotion;interstitial;tachloco_int;0.015950167
291;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.110267522
291;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.000321391
291;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.002177339
291;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.063746323
291;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.065923662
291;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.224277763
291;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.009671677
291;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.015337691
291;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.101703632
291;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.097367604
291;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.003151618
291;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.023151271
291;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.006762378
291;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.001434102
291;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.008969438
291;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;1.02E-06
291;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.000928957
291;b) complete dataset;resistant forms;none;tachresist_non;-0.009475602
291;b) complete dataset;respiration;tegument;tachrespir_teg;-0.134089732
291;b) complete dataset;respiration;gill;tachrespir_gil;0.125327566
291;b) complete dataset;respiration;plastron;tachrespir_pls;-0.003156737
291;b) complete dataset;respiration;spiracle;tachrespir_spi;0.011918903
291;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
291;b) complete dataset;fecundity;< 100;fecund_less100;-0.04616733
291;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.012090675
291;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.057128877
291;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.001129128
292;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.015237901
292;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.004262403
292;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.019094423
292;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.008118925
292;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.008330868
292;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.001063298
292;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.012172443
292;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.002778277
292;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0
292;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.006621061
292;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.005213367
292;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.021864156
292;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.016781599
292;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.004566421
292;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.001685471
292;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000499979
292;b) complete dataset;locomotion;flier;tachloco_flr;-0.000511412
292;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000922509
292;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.003585401
292;b) complete dataset;locomotion;crawler;tachloco_crw;-0.009865144
292;b) complete dataset;locomotion;burrower;tachloco_bur;-0.000771737
292;b) complete dataset;locomotion;interstitial;tachloco_int;0.001003541
292;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.014652662
292;b) complete dataset;locomotion;permanently attached;tachloco_pat;0
292;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.000556879
292;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.008817097
292;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.009373975
292;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.006881248
292;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.001371115
292;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.004307854
292;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.006717243
292;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.01327154
292;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.008179885
292;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.002318922
292;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0
292;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.011070111
292;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.000914077
292;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
292;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.001748648
292;b) complete dataset;resistant forms;none;tachresist_non;0.008407386
292;b) complete dataset;respiration;tegument;tachrespir_teg;0.002939662
292;b) complete dataset;respiration;gill;tachrespir_gil;3.77E-05
292;b) complete dataset;respiration;plastron;tachrespir_pls;-0.000738007
292;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.002239319
292;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
292;b) complete dataset;fecundity;< 100;fecund_less100;0.015297243
292;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.002451492
292;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.013531498
292;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.004217237
123;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.058310415
123;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.032582012
123;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.042291756
123;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.04860067
123;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;0.01464785
123;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;0.042527289
123;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;-0.067737995
123;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;0.010562856
123;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.000700004
123;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.144595793
123;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;-0.122520194
123;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;0.140885422
123;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;0.007393747
123;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;0.011233019
123;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;0.103840733
123;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;0.003063062
123;a) EPT dominated dataset;locomotion;flier;tachloco_flr;0.00090882
123;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;-0.004556275
123;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;-0.155477772
123;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;0.155606081
123;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;-0.081735132
123;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.062087188
123;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;0.023146908
123;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;2.02E-05
123;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;0.022551581
123;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;0.042438986
123;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.064990567
123;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;0.106996352
123;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.064596618
123;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.499621188
123;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;0.367057623
123;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;0.007121055
123;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.061349693
123;a) EPT dominated dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.020312715
123;a) EPT dominated dataset;reproduction;asexual reproduction;tachrepro_ase;0.001380368
123;a) EPT dominated dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.016862762
123;a) EPT dominated dataset;resistant forms;cocoons;tachresist_coc;0.09479427
123;a) EPT dominated dataset;resistant forms;housing against dessication;tachresist_hou;7.11E-06
123;a) EPT dominated dataset;resistant forms;diapause or dormany;tachresist_did;-0.017157597
123;a) EPT dominated dataset;resistant forms;none;tachresist_non;-0.060781023
123;a) EPT dominated dataset;respiration;tegument;tachrespir_teg;0.071151819
123;a) EPT dominated dataset;respiration;gill;tachrespir_gil;-0.036146047
123;a) EPT dominated dataset;respiration;plastron;tachrespir_pls;0.003943909
123;a) EPT dominated dataset;respiration;spiracle;tachrespir_spi;-0.038949681
123;a) EPT dominated dataset;fecundity;< 100;fecund_less100;0.096042531
123;a) EPT dominated dataset;fecundity;100 - 1000;fecund_100to1000;0.2071105
123;a) EPT dominated dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.361346389
123;a) EPT dominated dataset;fecundity;> 3000;fecund_gr3000;0.058193358
64;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.129735482
64;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.068121714
64;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.090865952
64;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.152479719
64;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;0.284685227
64;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;-0.056376406
64;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;-0.120051703
64;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;-0.108257118
64;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.000295858
64;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.101086234
64;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;0.463104461
64;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;-0.329424922
64;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;-0.012121931
64;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;-0.020920502
64;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;0.001209008
64;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;-0.001055738
64;a) EPT dominated dataset;locomotion;flier;tachloco_flr;-0.006624826
64;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;0
64;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;-0.196488839
64;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;0.035873913
64;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;0.083880644
64;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.145085589
64;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;-0.061726481
64;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;0
64;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;0.100926155
64;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;-0.242917275
64;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.14199112
64;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;0.567745565
64;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.009474429
64;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.222714877
64;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;-0.382493075
64;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;-0.062159105
64;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.000181724
64;a) EPT dominated dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.109277644
64;a) EPT dominated dataset;reproduction;asexual reproduction;tachrepro_ase;0
64;a) EPT dominated dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.202235131
64;a) EPT dominated dataset;resistant forms;cocoons;tachresist_coc;-0.083552289
64;a) EPT dominated dataset;resistant forms;housing against dessication;tachresist_hou;0.001097449
64;a) EPT dominated dataset;resistant forms;diapause or dormany;tachresist_did;0.348185045
64;a) EPT dominated dataset;resistant forms;none;tachresist_non;-0.063495074
64;a) EPT dominated dataset;respiration;tegument;tachrespir_teg;-0.480923343
64;a) EPT dominated dataset;respiration;gill;tachrespir_gil;0.467532325
64;a) EPT dominated dataset;respiration;plastron;tachrespir_pls;-0.002151823
64;a) EPT dominated dataset;respiration;spiracle;tachrespir_spi;0.015542841
64;a) EPT dominated dataset;fecundity;< 100;fecund_less100;0.090232814
64;a) EPT dominated dataset;fecundity;100 - 1000;fecund_100to1000;0.138407484
64;a) EPT dominated dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.189336987
64;a) EPT dominated dataset;fecundity;> 3000;fecund_gr3000;-0.03930331
40;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.023185158
40;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.014262597
40;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.078017396
40;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.115465152
40;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;0.169785687
40;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;0.052013755
40;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;-0.06176085
40;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;-0.160038592
40;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.025044606
40;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;0.104693182
40;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;0.129656236
40;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;-0.125710879
40;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;-0.118899932
40;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;-0.026864505
40;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;0.013965191
40;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;-0.001883898
40;a) EPT dominated dataset;locomotion;flier;tachloco_flr;-0.010974825
40;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;-0.017731536
40;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;0.050547623
40;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;-0.084038622
40;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;0.088901373
40;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.086516606
40;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;-0.115722456
40;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;0.002501836
40;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;-0.001152034
40;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;-0.222978631
40;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.224130666
40;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;0.261307602
40;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;0.057454521
40;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.00988281
40;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;-0.369570679
40;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;-0.014043815
40;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.003821164
